"Asset","Status","RiskScore","Impact","SizeKB"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,33"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_1024.png","USED","40","KEEP - USED IN CODE","45,89"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_128.png","USED","40","KEEP - USED IN CODE","3,2"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_16.png","USED","40","KEEP - USED IN CODE","1,4"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_256.png","USED","40","KEEP - USED IN CODE","5,79"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_32.png","USED","40","KEEP - USED IN CODE","1,21"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_512.png","USED","40","KEEP - USED IN CODE","14,45"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","USED","40","KEEP - USED IN CODE","1,83"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\web\icons\Icon-192.png","USED","40","KEEP - USED IN CODE","5,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\web\icons\Icon-512.png","USED","40","KEEP - USED IN CODE","8,06"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\web\icons\Icon-maskable-192.png","USED","40","KEEP - USED IN CODE","5,46"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\web\icons\Icon-maskable-512.png","USED","40","KEEP - USED IN CODE","20,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\web\favicon.png","PROTECTED","100","CRITICAL - BRAND / CERTIFICATE","0,9"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\windows\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,65"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\windows\runner\resources\app_icon.ico","USED","40","KEEP - USED IN CODE","32,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\windows\runner\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","1,75"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,81"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,28"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\ios\generated_firebase_sdk_version.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","4,67"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\CHANGELOG.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","59,89"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","1,34"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\android\app\src\main\res\mipmap-hdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\android\app\src\main\res\mipmap-mdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,43"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\android\app\src\main\res\mipmap-xhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,7"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\android\app\src\main\res\mipmap-xxhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","1,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\android\app\src\main\res\mipmap-xxxhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","1,41"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-1024x1024@1x.png","USED","40","KEEP - USED IN CODE","10,68"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@1x.png","USED","40","KEEP - USED IN CODE","0,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@2x.png","USED","40","KEEP - USED IN CODE","1,25"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@3x.png","USED","40","KEEP - USED IN CODE","1,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@1x.png","USED","40","KEEP - USED IN CODE","1"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@2x.png","USED","40","KEEP - USED IN CODE","1,68"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@3x.png","USED","40","KEEP - USED IN CODE","1,88"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@1x.png","USED","40","KEEP - USED IN CODE","1,25"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@2x.png","USED","40","KEEP - USED IN CODE","1,85"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@3x.png","USED","40","KEEP - USED IN CODE","2,6"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@2x.png","USED","40","KEEP - USED IN CODE","2,6"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@3x.png","USED","40","KEEP - USED IN CODE","3,74"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@1x.png","USED","40","KEEP - USED IN CODE","1,84"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@2x.png","USED","40","KEEP - USED IN CODE","3,22"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-83.5x83.5@2x.png","USED","40","KEEP - USED IN CODE","3,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage.png","USED","40","KEEP - USED IN CODE","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@2x.png","USED","40","KEEP - USED IN CODE","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@3x.png","USED","40","KEEP - USED IN CODE","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,33"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_1024.png","USED","40","KEEP - USED IN CODE","45,89"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_128.png","USED","40","KEEP - USED IN CODE","3,2"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_16.png","USED","40","KEEP - USED IN CODE","1,4"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_256.png","USED","40","KEEP - USED IN CODE","5,79"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_32.png","USED","40","KEEP - USED IN CODE","1,21"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_512.png","USED","40","KEEP - USED IN CODE","14,45"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","USED","40","KEEP - USED IN CODE","1,83"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\web\icons\Icon-192.png","USED","40","KEEP - USED IN CODE","5,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\web\icons\Icon-512.png","USED","40","KEEP - USED IN CODE","8,06"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\web\icons\Icon-maskable-192.png","USED","40","KEEP - USED IN CODE","5,46"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\web\icons\Icon-maskable-512.png","USED","40","KEEP - USED IN CODE","20,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\web\favicon.png","PROTECTED","100","CRITICAL - BRAND / CERTIFICATE","0,9"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\windows\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,65"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\windows\runner\resources\app_icon.ico","USED","40","KEEP - USED IN CODE","32,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\windows\runner\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","1,75"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,83"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,56"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","5,73"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\CHANGELOG.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","45,43"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","1,3"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\android\app\src\main\res\mipmap-hdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\android\app\src\main\res\mipmap-mdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,43"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\android\app\src\main\res\mipmap-xhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,7"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\android\app\src\main\res\mipmap-xxhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","1,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\android\app\src\main\res\mipmap-xxxhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","1,41"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\assets\hello.txt","USED","40","KEEP - USED IN CODE","0,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@1x.png","USED","40","KEEP - USED IN CODE","0,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@2x.png","USED","40","KEEP - USED IN CODE","1,25"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@3x.png","USED","40","KEEP - USED IN CODE","1,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@1x.png","USED","40","KEEP - USED IN CODE","1"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@2x.png","USED","40","KEEP - USED IN CODE","1,68"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@3x.png","USED","40","KEEP - USED IN CODE","1,88"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@1x.png","USED","40","KEEP - USED IN CODE","1,25"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@2x.png","USED","40","KEEP - USED IN CODE","1,85"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@3x.png","USED","40","KEEP - USED IN CODE","2,6"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@2x.png","USED","40","KEEP - USED IN CODE","2,6"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@3x.png","USED","40","KEEP - USED IN CODE","3,74"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@1x.png","USED","40","KEEP - USED IN CODE","1,84"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@2x.png","USED","40","KEEP - USED IN CODE","3,22"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-83.5x83.5@2x.png","USED","40","KEEP - USED IN CODE","3,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_1024.png","USED","40","KEEP - USED IN CODE","45,89"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_128.png","USED","40","KEEP - USED IN CODE","3,2"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_16.png","USED","40","KEEP - USED IN CODE","1,4"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_256.png","USED","40","KEEP - USED IN CODE","5,79"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_32.png","USED","40","KEEP - USED IN CODE","1,21"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_512.png","USED","40","KEEP - USED IN CODE","14,45"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","USED","40","KEEP - USED IN CODE","1,83"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\web\icons\Icon-192.png","USED","40","KEEP - USED IN CODE","5,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\web\icons\Icon-512.png","USED","40","KEEP - USED IN CODE","8,06"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\web\icons\Icon-maskable-192.png","USED","40","KEEP - USED IN CODE","5,46"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\web\icons\Icon-maskable-512.png","USED","40","KEEP - USED IN CODE","20,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\web\favicon.png","PROTECTED","100","CRITICAL - BRAND / CERTIFICATE","0,9"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\windows\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,65"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\windows\runner\resources\app_icon.ico","USED","40","KEEP - USED IN CODE","32,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\windows\runner\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","1,75"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,81"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,19"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\ios\generated_firebase_sdk_version.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,16"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\CHANGELOG.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","34,81"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","1,35"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\example\windows\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,48"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\example\windows\runner\resources\app_icon.ico","USED","40","KEEP - USED IN CODE","32,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\example\windows\runner\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","1,75"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\example\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,87"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\example\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,61"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","1,09"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\CHANGELOG.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","1,23"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,43"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\android\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,15"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\android\app\src\main\res\mipmap-hdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,53"
