"Asset","Status","Score","SizeKB","Reason"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@2x.png","USED","60","2,6","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@3x.png","USED","60","3,74","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@1x.png","USED","60","1,84","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@2x.png","USED","60","3,22","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-83.5x83.5@2x.png","USED","60","3,53","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage.png","USED","60","0,07","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@2x.png","USED","60","0,07","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@3x.png","USED","60","0,07","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md","SAFE_DELETE","0","0,33","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_1024.png","USED","60","45,89","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_128.png","USED","60","3,2","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_16.png","USED","60","1,4","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_256.png","USED","60","5,79","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_32.png","USED","60","1,21","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_512.png","USED","60","14,45","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","USED","60","1,83","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\web\icons\Icon-192.png","USED","60","5,17","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\web\icons\Icon-512.png","USED","60","8,06","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\web\icons\Icon-maskable-192.png","USED","60","5,46","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\web\icons\Icon-maskable-512.png","USED","60","20,51","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\web\favicon.png","PROTECTED","100","0,9","Brand/Core Asset"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\windows\flutter\CMakeLists.txt","SAFE_DELETE","0","3,65","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\windows\runner\resources\app_icon.ico","USED","60","32,98","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\windows\runner\CMakeLists.txt","SAFE_DELETE","0","1,75","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\windows\CMakeLists.txt","SAFE_DELETE","0","3,83","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\example\README.md","SAFE_DELETE","0","0,56","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\windows\CMakeLists.txt","SAFE_DELETE","0","5,73","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\CHANGELOG.md","SAFE_DELETE","0","45,43","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_core\README.md","SAFE_DELETE","0","1,3","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\android\app\src\main\res\mipmap-hdpi\ic_launcher.png","USED","60","0,53","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\android\app\src\main\res\mipmap-mdpi\ic_launcher.png","USED","60","0,43","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\android\app\src\main\res\mipmap-xhdpi\ic_launcher.png","USED","60","0,7","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\android\app\src\main\res\mipmap-xxhdpi\ic_launcher.png","USED","60","1,01","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\android\app\src\main\res\mipmap-xxxhdpi\ic_launcher.png","USED","60","1,41","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\assets\hello.txt","USED","60","0,01","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@1x.png","USED","60","0,55","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@2x.png","USED","60","1,25","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@3x.png","USED","60","1,55","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@1x.png","USED","60","1","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@2x.png","USED","60","1,68","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@3x.png","USED","60","1,88","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@1x.png","USED","60","1,25","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@2x.png","USED","60","1,85","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@3x.png","USED","60","2,6","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@2x.png","USED","60","2,6","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@3x.png","USED","60","3,74","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@1x.png","USED","60","1,84","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@2x.png","USED","60","3,22","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-83.5x83.5@2x.png","USED","60","3,53","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_1024.png","USED","60","45,89","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_128.png","USED","60","3,2","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_16.png","USED","60","1,4","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_256.png","USED","60","5,79","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_32.png","USED","60","1,21","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_512.png","USED","60","14,45","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","USED","60","1,83","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\web\icons\Icon-192.png","USED","60","5,17","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\web\icons\Icon-512.png","USED","60","8,06","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\web\icons\Icon-maskable-192.png","USED","60","5,46","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\web\icons\Icon-maskable-512.png","USED","60","20,51","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\web\favicon.png","PROTECTED","100","0,9","Brand/Core Asset"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\windows\flutter\CMakeLists.txt","SAFE_DELETE","0","3,65","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\windows\runner\resources\app_icon.ico","USED","60","32,98","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\windows\runner\CMakeLists.txt","SAFE_DELETE","0","1,75","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\windows\CMakeLists.txt","SAFE_DELETE","0","3,81","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\example\README.md","SAFE_DELETE","0","0,19","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\ios\generated_firebase_sdk_version.txt","SAFE_DELETE","0","0,01","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\windows\CMakeLists.txt","SAFE_DELETE","0","3,16","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\CHANGELOG.md","SAFE_DELETE","0","34,81","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_storage\README.md","SAFE_DELETE","0","1,35","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\example\windows\flutter\CMakeLists.txt","SAFE_DELETE","0","3,48","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\example\windows\runner\resources\app_icon.ico","USED","60","32,98","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\example\windows\runner\CMakeLists.txt","SAFE_DELETE","0","1,75","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\example\windows\CMakeLists.txt","SAFE_DELETE","0","3,87","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\example\README.md","SAFE_DELETE","0","0,61","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\windows\CMakeLists.txt","SAFE_DELETE","0","1,09","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\CHANGELOG.md","SAFE_DELETE","0","1,23","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\flutter_secure_storage_windows\README.md","SAFE_DELETE","0","0,43","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\android\README.md","SAFE_DELETE","0","0,15","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\android\app\src\main\res\mipmap-hdpi\ic_launcher.png","USED","60","0,53","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\android\app\src\main\res\mipmap-mdpi\ic_launcher.png","USED","60","0,43","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\android\app\src\main\res\mipmap-xhdpi\ic_launcher.png","USED","60","0,7","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\android\app\src\main\res\mipmap-xxhdpi\ic_launcher.png","USED","60","1,01","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\android\app\src\main\res\mipmap-xxxhdpi\ic_launcher.png","USED","60","1,41","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\linux\flutter\CMakeLists.txt","SAFE_DELETE","0","2,75","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\linux\CMakeLists.txt","SAFE_DELETE","0","5,07","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_1024.png","USED","60","45,89","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_128.png","USED","60","3,2","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_16.png","USED","60","1,4","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_256.png","USED","60","5,79","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_32.png","USED","60","1,21","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_512.png","USED","60","14,45","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","USED","60","1,83","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\windows\flutter\CMakeLists.txt","SAFE_DELETE","0","3,48","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\windows\runner\resources\app_icon.ico","USED","60","32,98","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\windows\runner\CMakeLists.txt","SAFE_DELETE","0","1,16","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\windows\CMakeLists.txt","SAFE_DELETE","0","3,82","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\example\README.md","SAFE_DELETE","0","0,05","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\java\README.md","SAFE_DELETE","0","0,16","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\linux\CMakeLists.txt","SAFE_DELETE","0","0,55","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\src\CMakeLists.txt","SAFE_DELETE","0","1,44","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\src\README.md","SAFE_DELETE","0","0,25","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\windows\CMakeLists.txt","SAFE_DELETE","0","0,59","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\CHANGELOG.md","SAFE_DELETE","0","11,16","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\jni\README.md","SAFE_DELETE","0","2,18","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\path_provider_windows\example\windows\flutter\CMakeLists.txt","SAFE_DELETE","0","3,55","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\path_provider_windows\example\windows\runner\resources\app_icon.ico","USED","60","32,98","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\path_provider_windows\example\windows\runner\CMakeLists.txt","SAFE_DELETE","0","0,58","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\path_provider_windows\example\windows\CMakeLists.txt","SAFE_DELETE","0","3,34","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\path_provider_windows\example\README.md","SAFE_DELETE","0","0,37","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\path_provider_windows\CHANGELOG.md","SAFE_DELETE","0","2,54","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\path_provider_windows\README.md","SAFE_DELETE","0","0,51","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\printing\linux\CMakeLists.txt","SAFE_DELETE","0","2,96","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\printing\windows\CMakeLists.txt","SAFE_DELETE","0","2,33","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\printing\CHANGELOG.md","SAFE_DELETE","0","11,27","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\printing\CONTRIBUTING.md","SAFE_DELETE","0","4,09","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\printing\example.png","USED","60","181,5","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\printing\README.md","SAFE_DELETE","0","6,49","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\android\app\src\main\res\mipmap-hdpi\ic_launcher.png","USED","60","0,53","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\android\app\src\main\res\mipmap-mdpi\ic_launcher.png","USED","60","0,43","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\android\app\src\main\res\mipmap-xhdpi\ic_launcher.png","USED","60","0,7","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\android\app\src\main\res\mipmap-xxhdpi\ic_launcher.png","USED","60","1,01","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\android\app\src\main\res\mipmap-xxxhdpi\ic_launcher.png","USED","60","1,41","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\assets\flutter_logo.png","PROTECTED","100","7,06","Brand/Core Asset"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-1024x1024@1x.png","USED","60","10,68","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@1x.png","USED","60","0,29","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@2x.png","USED","60","0,4","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@3x.png","USED","60","0,44","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@1x.png","USED","60","0,28","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@2x.png","USED","60","0,45","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@3x.png","USED","60","0,69","Referenced in code"
